file_name,chars_total,lines_total,header_end_line,header_marker,backmatter_start_line,backmatter_marker,chars_header,chars_body,chars_backmatter,boilerplate_lines,reference_link_lines,short_lines,has_publisher_footer,doi,journal,admin_sections,content_sections,pct_header,pct_body,pct_backmatter
Maintenance of near normal bone mass and architect.txt,64678,1449,131.0,^Abstract$,995.0,^acknowledge?ments?$,3286,51448,9945,83,305,556,False,10.1667/RR15164.1,Radiat Res,Acknowledgments|References,Abstract|Introduction|Methods|Results|Discussion,5.08,79.54,15.38
Effect of leptin deficiency on the skeletal respon.txt,60895,1596,74.0,^Abstract$,805.0,^acknowledge?ments?$,2836,37990,20070,131,602,794,True,10.1038/s41598-019-45587-0,Sci Rep,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion,4.66,62.39,32.96
Thermoneutral housing attenuates premature cancell.txt,53880,1433,126.0,^Abstract$,741.0,^references$,3556,36535,13790,105,412,614,True,10.1530/EC-19-0359,Endocr Connect,References|Funding,Abstract|Introduction|Methods|Results|Discussion,6.6,67.81,25.59
Effects of Spaceflight on Cancellous and Cortical .txt,37519,701,81.0,^Abstract$,372.0,^references$,2511,24387,10622,66,286,280,True,10.1016/j.bonr.2021.100755,Bone Rep,References|Footnotes,Abstract,6.69,65.0,28.31
Evidence for increased thermogenesis in female C57.txt,22581,1058,56.0,^Abstract$,742.0,^acknowledge?ments?$,2291,12712,7579,61,229,437,True,10.1038/s41526-021-00150-y,NPJ Microgravity,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes,Abstract|Methods,10.15,56.3,33.56
Leptin and environmental temperature as determinan.txt,65644,1303,91.0,^Abstract$,561.0,^references$,3352,42147,20146,140,586,701,True,10.3389/fendo.2022.959743,Front Endocrinol (Lausanne),References|Funding|Competing interests|Author contributions|Data availability|Supplementary,Abstract|Introduction|Methods|Results|Discussion,5.11,64.21,30.69
Small changes in thermoregulation influence cancel.txt,42963,677,90.0,^Abstract$,438.0,^acknowledge?ments?$,2683,33809,6472,64,202,215,True,10.1016/j.bonr.2023.101675,Bone Rep,Acknowledgments|References|Data availability,Abstract,6.24,78.69,15.06
Bone Marrow Adipose Tissue Is Not Required for Rec.txt,54769,1532,123.0,^Abstract$,1014.0,^references$,3486,37011,14273,103,409,697,True,10.3390/ijms25041980,Int J Mol Sci,References|Funding|Author contributions|Data availability|Footnotes,Abstract,6.36,67.58,26.06
Simulated Microgravity Promotes Horizontal Gene Tr.txt,35788,1002,79.0,^Abstract$,608.0,^references$,2382,22874,10533,76,301,440,True,10.3390/life11090960,Life (Basel),References|Funding|Author contributions|Data availability|Supplementary|Footnotes,Abstract,6.66,63.92,29.43
Understanding the Complexities and Changes of the .txt,249776,6534,78.0,^Abstract$,,,2293,247484,0,733,3651,3648,True,10.3390/life12040495,Life (Basel),Acknowledgments|References|Funding|Author contributions|Data availability|Footnotes,Abstract|Methods,0.92,99.08,0.0
Toward sustainable space exploration a roadmap for.txt,73476,1479,189.0,^Abstract$,634.0,^acknowledge?ments?$,5091,44161,24225,126,529,807,True,10.1038/s41467-023-37070-2,Nat Commun,Acknowledgments|References|Competing interests|Author contributions|Footnotes|Contributor Information,Abstract|Introduction|Conclusion,6.93,60.1,32.97
Roll maneuvers are essential for active reorientat.txt,66992,2630,90.0,^Abstract$,2081.0,^acknowledge?ments?$,3025,50781,13187,114,402,1621,True,10.1073/pnas.1706754115,Proc Natl Acad Sci U S A,Acknowledgments|References|Supplementary|Footnotes,Abstract|Methods|Discussion,4.52,75.8,19.68
Microfluidic Device for Studying Nematodes.txt,49564,1041,85.0,^Abstract$,644.0,^acknowledge?ments?$,2499,35181,11885,69,237,464,True,10.1371/journal.pone.0318143,PLoS One,Acknowledgments|References|Funding|Competing interests|Data availability|Supplementary,Abstract|Introduction|Methods|Conclusion,5.04,70.98,23.98
NemaFlex A microfluidicsbased technology for stand.txt,68632,1720,94.0,^Abstract$,1210.0,^acknowledge?ments?$,2302,55756,10575,102,368,748,False,10.1039/c8lc00103k,Lab Chip,Acknowledgments|References|Author contributions|Supplementary|Footnotes,Abstract,3.35,81.24,15.41
Swim exercise in Caenorhabditis elegans extends ne.txt,73858,1813,109.0,^Abstract$,1074.0,^acknowledge?ments?$,3687,54594,15578,129,521,739,True,10.1073/pnas.1909210116,Proc Natl Acad Sci U S A,Acknowledgments|References|Supplementary|Footnotes,Abstract|Methods|Results|Discussion,4.99,73.92,21.09
Molecular muscle experiment Hardware and operation.txt,46355,996,138.0,^Abstract$,689.0,^acknowledge?ments?$,3974,33596,8786,73,220,313,True,10.1089/ast.2019.2181,Astrobiology,Acknowledgments|References,Abstract,8.57,72.48,18.95
Tart Cherry Increases Lifespan in Caenorhabditis e.txt,61873,1754,74.0,^Abstract$,899.0,^acknowledge?ments?$,2452,33656,25766,143,662,861,True,10.3390/nu12051482,Nutrients,Acknowledgments|References|Funding|Author contributions|Supplementary,Abstract,3.96,54.4,41.64
A region of UNC89 obscurin lying between two prote.txt,74834,1661,100.0,^Abstract$,901.0,^acknowledge?ments?$,2464,51737,20634,139,538,595,False,10.1016/j.jmb.2020.06.024,J Mol Biol,Acknowledgments|References|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion,3.29,69.14,27.57
NemaLife chip a micropillarbased microfluidic cult.txt,91472,1934,105.0,^Abstract$,1049.0,^acknowledge?ments?$,3294,66179,22000,157,675,912,True,10.1038/s41598-020-73002-6,Sci Rep,Acknowledgments|References|Competing interests|Author contributions|Supplementary|Footnotes,Abstract|Introduction|Conclusion,3.6,72.35,24.05
Spaceflight affects neuronal morphology and alters.txt,76757,1432,111.0,^PMC Copyright notice$,834.0,^acknowledge?ments?$,3294,53075,20389,123,491,507,True,10.1016/j.isci.2021.102105,iScience,Acknowledgments|References|Author contributions|Data availability|Supplementary|Footnotes,Introduction|Methods|Results|Discussion,4.29,69.15,26.56
Microfluidicsintegrated spaceflight hardware for m.txt,74690,1390,118.0,^Abstract$,743.0,^acknowledge?ments?$,3365,53736,17590,121,482,661,True,10.1038/s41526-022-00241-4,NPJ Microgravity,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion,4.51,71.95,23.55
A Compact Imaging Platform for Conducting C elegan.txt,53884,1264,65.0,^Abstract$,639.0,^references$,1375,35091,17419,119,495,617,True,10.3390/life13010200,Life (Basel),References|Funding|Author contributions|Data availability|Footnotes,Abstract,2.55,65.12,32.33
Mitochondrial sulfide promotes life span and healt.txt,87565,2949,210.0,^Abstract$,1866.0,^acknowledge?ments?$,6193,58330,23043,189,757,1356,True,10.1073/pnas.2216141120,Proc Natl Acad Sci U S A,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes|Contributor Information,Abstract|Methods|Results|Discussion,7.07,66.61,26.32
Bisphosphonates attenuate agerelated muscle declin.txt,50059,1200,108.0,^Abstract$,725.0,^acknowledge?ments?$,3779,34524,11757,84,304,474,True,10.1002/jcsm.13335,J Cachexia Sarcopenia Muscle,Acknowledgments|References|Competing interests|Supplementary,Abstract|Introduction|Methods|Results|Discussion|Conclusion,7.55,68.97,23.49
Spaceflight Induces Strength Decline in Caenorhabd.txt,94745,2499,238.0,^Abstract$,1176.0,^acknowledge?ments?$,8120,46061,40565,247,1038,1307,True,10.3390/cells12202470,Cells,Acknowledgments|References|Funding|Author contributions|Data availability|Supplementary|Footnotes,Abstract,8.57,48.62,42.81
Metabolic model predictions enable targeted microb.txt,88505,2100,257.0,^Abstract$,1174.0,^acknowledge?ments?$,8478,55095,24933,156,619,932,True,10.1128/spectrum.01144-23,Microbiol Spectr,Acknowledgments|References|Data availability|Supplementary|Contributor Information,Abstract|Introduction|Methods|Results|Discussion,9.58,62.25,28.17
Identification and characterization of a skin micr.txt,74947,1763,124.0,^Abstract$,1013.0,^acknowledge?ments?$,4447,49322,21179,130,521,673,True,10.1128/spectrum.00169-24,Microbiol Spectr,Acknowledgments|References|Data availability|Supplementary|Contributor Information,Abstract|Introduction|Methods|Results|Discussion,5.93,65.81,28.26
Protein kinase 2 of the giant sarcomeric protein U.txt,94718,2299,136.0,^Abstract$,1170.0,^acknowledge?ments?$,3744,68737,22238,167,675,986,True,10.1038/s42003-024-07042-3,Commun Biol,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion,3.95,72.57,23.48
New perspectives on viable microbial communities i.txt,65294,1599,86.0,^Abstract$,1051.0,^acknowledge?ments?$,2437,45264,17594,112,467,738,True,10.1038/ismej.2012.114,ISME J,Acknowledgments|References|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion,3.73,69.32,26.95
Microbial existence in controlled habitats and the.txt,53588,1195,210.0,^Abstract$,665.0,^acknowledge?ments?$,5653,33656,14280,105,371,521,True,10.1371/journal.pone.0288290,PLoS One,Acknowledgments|References|Funding|Competing interests|Data availability|Supplementary,Abstract|Introduction|Methods|Results|Discussion,10.55,62.81,26.65
Microbiomes of the dust particles collected from t.txt,91656,1825,126.0,^Abstract$,1036.0,^acknowledge?ments?$,3474,64255,23928,143,585,872,True,10.1186/s40168-015-0116-3,Microbiome,Acknowledgments|References|Competing interests|Footnotes,Abstract|Methods|Results|Discussion|Conclusion,3.79,70.1,26.11
Draft genome sequences of two Aspergillus fumigatu.txt,10706,245,55.0,^Copyright and License information$,130.0,^acknowledge?ments?$,1446,4971,4290,26,58,88,True,10.1128/genomeA.00553-16,Genome Announc,Acknowledgments|References|Footnotes,Abstract,13.51,46.43,40.07
Characterization of Aspergillus fumigatus isolates.txt,62686,1906,90.0,^Abstract$,807.0,^acknowledge?ments?$,3572,31102,28013,158,723,708,False,10.1016/j.fgb.2019.01.001,Fungal Genet Biol,Acknowledgments|References|Competing interests|Author contributions|Supplementary|Footnotes,Abstract,5.7,49.62,44.69
Draft genome sequences of biosafety level 2 opport.txt,12349,589,77.0,^Abstract$,398.0,^acknowledge?ments?$,1845,6250,4255,31,82,155,True,10.1128/genomeA.01263-16,Genome Announc,Acknowledgments|References|Footnotes,Abstract,14.94,50.61,34.46
Draft Genome Sequences of Several Fungal Strains S.txt,14366,575,87.0,^Abstract$,259.0,^acknowledge?ments?$,2470,5052,6845,44,161,223,True,10.1128/genomeA.01602-16,Genome Announc,Acknowledgments|References|Footnotes,Abstract,17.19,35.17,47.65
Human presence impacts fungal diversity of inflate.txt,87038,2407,83.0,^Abstract$,1472.0,^acknowledge?ments?$,2712,51362,32965,152,650,1118,True,10.1186/s40168-017-0280-8,Microbiome,Acknowledgments|References|Funding|Competing interests|Data availability|Supplementary|Footnotes,Abstract|Methods|Results|Discussion|Conclusion,3.12,59.01,37.87
Whole metagenome profiles of particulates collecte.txt,4084,122,,,,,0,4085,0,17,7,38,True,10.1186/s40168-017-0330-2,Microbiome,Footnotes,,0.0,100.02,0.0
Microbial Characteristics of ISS Environmental Sur.txt,66154,1548,108.0,^Abstract$,774.0,^acknowledge?ments?$,3764,40811,21580,125,525,751,True,10.1038/s41522-021-00240-5,NPJ Biofilms Microbiomes,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion,5.69,61.69,32.62
Draft Genome Sequences from a Novel Clade of Bacil.txt,14835,496,,,339.0,^acknowledge?ments?$,0,8895,5941,44,82,184,True,10.1128/genomeA.00680-17,Genome Announc,Acknowledgments|References|Footnotes,Abstract,0.0,59.96,40.05
Draft Genome Sequences of Acinetobacter and Bacill.txt,11205,466,65.0,^Abstract$,260.0,^acknowledge?ments?$,1844,4562,4800,35,114,186,True,10.1128/genomeA.01554-17,Genome Announc,Acknowledgments|References|Footnotes,Abstract,16.46,40.71,42.84
KatharoSeq enables highthroughput microbiome analy.txt,72031,1306,182.0,^Abstract$,731.0,^acknowledge?ments?$,5243,51459,15330,92,309,452,True,10.1128/mSystems.00218-17,mSystems,Acknowledgments|References|Data availability|Supplementary,Abstract|Introduction|Methods|Results|Discussion,7.28,71.44,21.28
Draft genome sequence of a clinical isolate of Fus.txt,6339,176,44.0,^Copyright and License information$,117.0,^acknowledge?ments?$,936,3746,1658,17,25,50,True,10.1128/genomeA.00476-18,Genome Announc,Acknowledgments|References|Footnotes,Abstract,14.77,59.09,26.16
Draft Genome Sequence of Solibacillus kalamii Isol.txt,7660,227,61.0,^Abstract$,135.0,^acknowledge?ments?$,1703,3413,2545,18,37,72,True,10.1128/genomeA.00696-17,Genome Announc,Acknowledgments|References|Footnotes,Abstract,22.23,44.56,33.22
Detection of antimicrobial resistance genes associ.txt,80325,1517,112.0,^Abstract$,862.0,^acknowledge?ments?$,3832,53222,23272,123,454,632,True,10.1186/s40168-022-01293-0,Microbiome,Acknowledgments|References|Funding|Competing interests|Data availability|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion|Conclusion,4.77,66.26,28.97
Draft genome sequences of two Fusarium oxysporum i.txt,9700,300,85.0,^Abstract$,155.0,^acknowledge?ments?$,1902,3851,3948,26,65,101,True,10.1128/genomeA.00326-18,Genome Announc,Acknowledgments|References|Footnotes,Abstract,19.61,39.7,40.7
Characterization of Aspergillus niger Isolated fro.txt,65662,1771,81.0,^Abstract$,1056.0,^acknowledge?ments?$,3237,46871,15555,104,430,474,True,10.3389/fmicb.2020.00931,Front Microbiol,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary,Abstract|Introduction|Methods|Results|Discussion,4.93,71.38,23.69
Multidrug resistant Enterobacter bugandensis speci.txt,59093,1892,99.0,^Abstract$,1295.0,^acknowledge?ments?$,3290,35399,20405,100,407,907,True,10.1186/s12866-018-1325-2,BMC Microbiol,Acknowledgments|References|Funding|Competing interests|Data availability|Supplementary|Contributor Information,Abstract|Methods|Results|Discussion|Conclusion,5.57,59.9,34.53
Succession and persistence of microbial communitie.txt,3351,95,,,,,0,3352,0,14,9,30,True,10.1186/s40168-018-0609-y,Microbiome,,,0.0,100.03,0.0
International Space Station conditions alter genom.txt,78297,2358,148.0,^Abstract$,1531.0,^acknowledge?ments?$,5039,47889,25370,152,640,952,False,10.1007/s00253-018-9525-0,Appl Microbiol Biotechnol,Acknowledgments|References|Competing interests|Data availability|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion,6.44,61.16,32.4
Proteomic characterization of Aspergillus fumigatu.txt,62686,1906,90.0,^Abstract$,807.0,^acknowledge?ments?$,3572,31102,28013,158,723,708,False,10.1016/j.fgb.2019.01.001,Fungal Genet Biol,Acknowledgments|References|Competing interests|Author contributions|Supplementary|Footnotes,Abstract,5.7,49.62,44.69
Genomic Characterization and Virulence Potential o.txt,82807,2045,122.0,^Abstract$,1005.0,^acknowledge?ments?$,2972,52573,27263,128,533,697,True,10.1128/mSystems.00345-18,mSystems,Acknowledgments|References|Data availability|Supplementary,Abstract|Introduction|Methods|Results|Discussion,3.59,63.49,32.92
Characterization of the total and viable bacterial.txt,114419,2198,167.0,^Abstract$,1117.0,^acknowledge?ments?$,4904,74309,35207,184,788,1062,True,10.1186/s40168-019-0666-x,Microbiome,Acknowledgments|References|Funding|Competing interests|Data availability|Supplementary,Abstract|Introduction|Methods|Results|Discussion|Conclusion,4.29,64.94,30.77
Proteomic and Metabolomic Characteristics of Extre.txt,79059,2471,117.0,^Abstract$,1527.0,^acknowledge?ments?$,4259,52027,22774,148,586,676,True,10.3389/fmicb.2019.01013,Front Microbiol,Acknowledgments|References|Competing interests|Author contributions|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion,5.39,65.81,28.81
MetaMiner A Scalable Peptidogenomics Approach for .txt,71896,1492,319.0,^PMC Copyright notice$,888.0,^acknowledge?ments?$,10819,43759,17319,140,475,592,False,10.1016/j.cels.2019.09.004,Cell Syst,Acknowledgments|References|Author contributions|Data availability|Supplementary|Footnotes,Introduction|Results|Discussion,15.05,60.86,24.09
Draft Genome Sequences of Sphingomonas Species Ass.txt,12972,418,91.0,^Abstract$,209.0,^acknowledge?ments?$,2414,4659,5900,38,114,146,True,10.1128/MRA.00578-20,Microbiol Resour Announc,Acknowledgments|References|Data availability,Abstract,18.61,35.92,45.48
Draft Genome Sequences of Tremellomycetes Strains .txt,12688,399,91.0,^Abstract$,236.0,^acknowledge?ments?$,2401,4944,5344,33,86,124,True,10.1128/MRA.00504-20,Microbiol Resour Announc,Acknowledgments|References|Data availability,Abstract,18.92,38.97,42.12
Draft Genome Sequences of Rhodotorula mucilaginosa.txt,16290,735,125.0,^Abstract$,498.0,^acknowledge?ments?$,3257,7347,5687,43,120,206,True,10.1128/MRA.00570-20,Microbiol Resour Announc,Acknowledgments|References|Data availability,Abstract,19.99,45.1,34.91
Draft Genome Sequences of Enterobacteriales Strain.txt,17060,800,137.0,^Abstract$,610.0,^acknowledge?ments?$,3679,8111,5271,39,98,226,True,10.1128/MRA.00817-20,Microbiol Resour Announc,Acknowledgments|References|Data availability,Abstract,21.57,47.54,30.9
Draft Genome Sequences of Lactobacillales Isolated.txt,16188,680,127.0,^Abstract$,490.0,^acknowledge?ments?$,3577,7426,5186,37,92,181,True,10.1128/MRA.00942-20,Microbiol Resour Announc,Acknowledgments|References|Data availability,Abstract,22.1,45.87,32.04
Draft Genome Sequences of Klebsiella Species Isola.txt,15424,629,127.0,^Abstract$,432.0,^acknowledge?ments?$,3284,6925,5216,39,100,199,True,10.1128/MRA.00923-20,Microbiol Resour Announc,Acknowledgments|References|Data availability,Abstract,21.29,44.9,33.82
Draft Genome Sequences of Bacillaceae Strains Isol.txt,15533,694,114.0,^Abstract$,520.0,^acknowledge?ments?$,3006,7593,4935,36,93,171,True,10.1128/MRA.00701-20,Microbiol Resour Announc,Acknowledgments|References|Data availability,Abstract,19.35,48.88,31.77
Assessing the risk of transfer of microorganisms a.txt,92651,2216,118.0,^Abstract$,1407.0,^acknowledge?ments?$,4065,66383,22204,120,462,802,True,10.3389/fmicb.2020.566412,Front Microbiol,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary,Abstract|Introduction|Methods|Results|Discussion|Conclusion,4.39,71.65,23.97
Methylobacterium ajmalii sp nov isolated from the .txt,62618,2854,92.0,^Abstract$,2241.0,^acknowledge?ments?$,3044,44407,15168,98,371,1329,True,10.3389/fmicb.2021.639396,Front Microbiol,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary,Abstract|Introduction|Methods,4.86,70.92,24.22
Draft Genome Sequences of Aspergillus and Penicill.txt,19386,850,115.0,^Abstract$,622.0,^acknowledge?ments?$,3132,9563,6692,44,131,259,True,10.1128/MRA.01398-20,Microbiol Resour Announc,Acknowledgments|References|Data availability,Abstract,16.16,49.33,34.52
Advances in Space Microbiology.txt,81750,2146,76.0,^Abstract$,,,2225,79526,0,220,1013,745,True,10.1002/ece3.71371,Ecol Evol,Acknowledgments|References|Author contributions|Data availability,Abstract,2.72,97.28,0.0
Effects of simulated microgravity on the proteome .txt,134241,3292,95.0,^Abstract$,1782.0,^acknowledge?ments?$,3647,95721,34874,211,944,954,True,10.3389/fgene.2021.638708,Front Genet,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary,Abstract|Introduction|Methods|Results|Discussion,2.72,71.31,25.98
Draft Genome Sequences of Various Bacterial Phyla .txt,29853,1886,116.0,^Abstract$,1491.0,^acknowledge?ments?$,3247,16934,9673,62,229,480,True,10.1128/MRA.00214-21,Microbiol Resour Announc,Acknowledgments|References|Data availability,Abstract,10.88,56.72,32.4
Evaluating the lettuce metatranscriptome with MinI.txt,67516,1478,88.0,^Abstract$,684.0,^acknowledge?ments?$,2960,43694,20863,129,556,726,True,10.1038/s41526-021-00151-x,NPJ Microgravity,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion,4.38,64.72,30.9
Investigation of Spaceflight Induced Changes to As.txt,114186,1820,229.0,^Abstract$,885.0,^acknowledge?ments?$,7414,78486,28287,169,718,934,True,10.3390/ijms26073094,Int J Mol Sci,Acknowledgments|References|Funding|Author contributions|Data availability|Supplementary|Footnotes,Abstract,6.49,68.74,24.77
Genomic Characterization of Potential Plant Growth.txt,78581,2153,109.0,^Abstract$,1188.0,^acknowledge?ments?$,2477,51514,24591,142,596,803,True,10.1128/spectrum.01994-21,Microbiol Spectr,Acknowledgments|References|Data availability|Supplementary|Footnotes|Contributor Information,Abstract|Introduction|Methods|Results|Discussion,3.15,65.56,31.29
Genomic Characterization of the Titanlike Cell Pro.txt,90296,2864,129.0,^Abstract$,2019.0,^acknowledge?ments?$,4266,54102,31929,148,679,1558,True,10.3390/jof8020165,J Fungi (Basel),Acknowledgments|References|Funding|Author contributions|Data availability|Supplementary|Footnotes,Abstract,4.72,59.92,35.36
Metabolic modeling of the International Space Stat.txt,82460,2093,93.0,^Abstract$,1412.0,^acknowledge?ments?$,3858,55901,22702,110,437,952,True,10.1186/s40168-022-01279-y,Microbiome,Acknowledgments|References|Funding|Competing interests|Data availability|Supplementary|Footnotes|Contributor Information,Abstract|Methods|Results|Discussion|Conclusion,4.68,67.79,27.53
Microbial Burden Estimation of Food Items Built En.txt,54763,1040,72.0,^Abstract$,602.0,^acknowledge?ments?$,1844,36384,16536,79,303,461,True,10.3390/microorganisms10091714,Microorganisms,Acknowledgments|References|Funding|Author contributions|Data availability|Supplementary|Footnotes,Abstract,3.37,66.44,30.2
Multidrugresistant Acinetobacter pittii is adaptin.txt,71077,1504,111.0,^Abstract$,857.0,^acknowledge?ments?$,3963,43777,23338,107,451,643,True,10.1186/s40168-022-01358-0,Microbiome,Acknowledgments|References|Funding|Competing interests|Data availability|Supplementary|Footnotes|Contributor Information,Abstract|Introduction|Methods|Results|Discussion|Conclusion,5.58,61.59,32.83
Genomic analysis reveals the presence of emerging .txt,65097,1725,119.0,^Abstract$,839.0,^acknowledge?ments?$,4595,37091,23412,134,529,633,True,10.1128/spectrum.01897-23,Microbiol Spectr,Acknowledgments|References|Data availability|Supplementary|Contributor Information,Abstract|Introduction|Methods|Results|Discussion,7.06,56.98,35.96
Phylogenomics phenotypic and functional traits of .txt,111387,3281,141.0,^Abstract$,2309.0,^acknowledge?ments?$,4960,76641,29787,185,715,1481,True,10.1038/s41598-023-44172-w,Sci Rep,Acknowledgments|References|Funding|Competing interests|Author contributions|Data availability|Supplementary|Footnotes|Contributor Information,Abstract|Introduction|Methods|Results|Discussion,4.45,68.81,26.74
Genomic functional and metabolic enhancements in m.txt,81636,1800,96.0,^Abstract$,1073.0,^acknowledge?ments?$,4136,54750,22751,113,511,731,True,10.1186/s40168-024-01777-1,Microbiome,Acknowledgments|References|Funding|Competing interests|Data availability|Supplementary|Footnotes|Contributor Information,Abstract|Introduction|Methods|Results|Discussion|Conclusion,5.07,67.07,27.87
Adaptation to space conditions of novel bacterial .txt,84858,1836,114.0,^Abstract$,933.0,^acknowledge?ments?$,4400,52956,27503,136,608,828,True,10.1186/s40168-024-01916-8,Microbiome,Acknowledgments|References|Funding|Competing interests|Data availability|Supplementary|Footnotes|Contributor Information,Abstract|Introduction|Methods|Results|Discussion|Conclusion,5.19,62.41,32.41
Spatial regulation of a common precursor from two .txt,45165,1305,84.0,^Abstract$,981.0,^acknowledge?ments?$,2943,35043,7180,73,273,498,True,10.1039/c5sc01058f,Chem Sci,Acknowledgments|References|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion|Conclusion,6.52,77.59,15.9
Recent advances in the genome mining of Aspergillu.txt,102746,4273,93.0,^Abstract$,2781.0,^acknowledge?ments?$,1942,67013,33792,294,1307,1839,True,10.1039/c9md00054b,Medchemcomm,Acknowledgments|References,Abstract,1.89,65.22,32.89
Cortical thinning and structural bone changes in n.txt,45796,881,143.0,^Abstract$,385.0,^acknowledge?ments?$,3690,26185,15922,94,391,488,False,10.1667/RR15007.1,Radiat Res,Acknowledgments|References,Abstract|Introduction|Methods|Results|Discussion|Conclusion,8.06,57.18,34.77
Knee and Hip Joint Cartilage Damage from Combined .txt,45625,984,131.0,^Abstract$,539.0,^acknowledge?ments?$,3809,31507,10310,81,303,470,False,10.1667/RR15216.1,Radiat Res,Acknowledgments|References,Abstract|Introduction|Methods|Results|Discussion|Conclusion,8.35,69.06,22.6
The individual and combined effects of spaceflight.txt,160283,4099,117.0,^Abstract$,,,2887,157397,0,446,2270,2293,False,10.1080/26896583.2021.1885283,J Environ Sci Health C Toxicol Carcinog,Acknowledgments|References,Abstract,1.8,98.2,0.0
Spaceflight and hind limb unloading induces an art.txt,77437,1548,213.0,^Abstract$,937.0,^acknowledge?ments?$,6346,54649,16443,122,467,763,True,10.1038/s41598-021-90010-2,Sci Rep,Acknowledgments|Competing interests|Author contributions|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion,8.2,70.57,21.23
ŒKlotho decreases after reduced weightbearing from.txt,19506,447,88.0,^Abstract$,246.0,^acknowledge?ments?$,3007,10966,5534,45,140,201,True,10.1038/s41526-022-00203-w,NPJ Microgravity,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes,Abstract|Introduction|Methods,15.42,56.22,28.37
Prolonged exposure to particulate chromate inhibit.txt,42248,586,51.0,^Abstract$,325.0,^acknowledge?ments?$,1940,31088,9221,58,219,218,False,10.1016/j.taap.2017.05.030,Toxicol Appl Pharmacol,Acknowledgments|References|Funding|Competing interests|Footnotes,Abstract|Introduction|Methods|Results|Discussion,4.59,73.58,21.83
Transcriptomics NFŒB Pathway and Their Potential S.txt,61919,1568,98.0,^Abstract$,703.0,^acknowledge?ments?$,2575,34937,24408,140,704,827,True,10.3390/ijms18061166,Int J Mol Sci,Acknowledgments|References,Abstract,4.16,56.42,39.42
Interplay of space radiation and microgravity in D.txt,52777,1050,81.0,^Abstract$,438.0,^acknowledge?ments?$,2288,33198,17292,90,464,561,True,10.1038/s41526-017-0019-7,NPJ Microgravity,Acknowledgments|References|Competing interests|Author contributions,Abstract|Introduction|Conclusion,4.34,62.9,32.76
Synergistic Effects of Weightlessness Isoprotereno.txt,91158,2844,100.0,^Abstract$,1807.0,^references$,3647,57990,29522,180,815,1181,True,10.3390/ijms19113689,Int J Mol Sci,References|Funding|Author contributions,Abstract,4.0,63.61,32.39
Transcriptome and proteome responses in RNAlater p.txt,33420,563,99.0,^Abstract$,319.0,^acknowledge?ments?$,2198,24159,7064,45,141,205,True,10.1371/journal.pone.0175943,PLoS One,Acknowledgments|References|Funding|Competing interests|Data availability|Supplementary,Abstract|Introduction|Methods|Results|Discussion,6.58,72.29,21.14
Spaceflight induces novel regulatory responses in .txt,76309,1677,90.0,^Abstract$,1083.0,^acknowledge?ments?$,3159,54778,18373,109,422,737,True,10.1186/s12870-020-02392-6,BMC Plant Biol,Acknowledgments|References|Funding|Competing interests|Data availability|Supplementary|Footnotes,Abstract|Methods|Results|Discussion|Conclusion,4.14,71.78,24.08
Mitigation and use of biofilms in space for the be.txt,248401,6328,86.0,^Abstract$,2117.0,^acknowledge?ments?$,2844,135816,109742,612,3106,3227,True,10.1038/s41526-023-00285-0,NPJ Microgravity,Acknowledgments|References|Competing interests|Author contributions|Footnotes,Abstract|Introduction,1.14,54.68,44.18
Toward sustainable space exploration A roadmap for.txt,73476,1479,189.0,^Abstract$,634.0,^acknowledge?ments?$,5091,44161,24225,126,529,807,True,10.1038/s41467-023-37070-2,Nat Commun,Acknowledgments|References|Competing interests|Author contributions|Footnotes|Contributor Information,Abstract|Introduction|Conclusion,6.93,60.1,32.97
